fid,id,open_date,name,location,lat,lon,threat,tags,commodity,measure_skim,measure_shore,measure_bio,measure_disperse,measure_burn,max_ptl_release_gallons,posts,description
1549,8698,2013/12/11,"Mystery Sheen offshore Calcasieu Pass ; 25 miles south of Calcasieu Pass, LA","25 miles south of Calcasieu Pass, LA",29.323625,-93.294167,Oil,,oil,,,,,,,0,"On December 11, 2013, USCG (MSU Port Arthur) contacted the NOAA Scientific Support Coordinator about a 1.5 mile by 0.75 mile mystery oil slick located approximately 25 miles south of Calcasieu Pass, LA. No known source of the release was reported. The release was reported at 1500 on 11 Dec 2013 by an overflight from a supply aircraft in the vicinity (NRC Report 1068237).  Spill trajectory information was requested and has been provided by NOAA Emergency Response Division. An overflight is scheduled for the morning of 12 DEC 2013.  "
1550,8692,2013/11/22,"Saratoga Resources Main Pass 25 ; Breton Sound, Louisiana","Breton Sound, Louisiana",29.5298,-89.4068333333,Oil,,crude oil,,,,,,630,0,"On November 22, 2013, the NOAA SSC received a call from USCG Sector New Orleans Incident Management Division reporting release of approximately 15 barrels (632 gallons) of crude oil from an onshore platform in Breton Sound approximately 14 miles west-northwest of Breton Island, Louisiana. The release has been secured. A sheen approximately 5 miles long and 1/8th of a mile wide was reportedly observed from the platform. USCG is requesting a trajectory from NOAA at this time to determine potential shoreline and resource impacts."
1551,8690,2013/11/14,"M/V Windmere; Pt, Judith, RI","Pt, Judith, RI",41.3555,-71.4848333333,Oil,,Diesel,,,,,,5000,0,"On November 14, 2013, the USCG notified the New England SSC that the yacht ""Windmere"" had reported an engine room fire and was anchored approximately 1/2 to 1 mile south of the Point Judith, RI harbor entrance. Fuel capacity is reported as 5,000 gallons with 2,200 gallons on board. No release was reported, but USCG requested oil fate projections as a precaution. "
1552,8687,2013/11/12,"Mystery Sheen; Quarantine Bay, LA","Quarantine Bay, LA",29.46685,-89.51515,Oil,Mystery Substance,Crude Oil,,,,,,200,0,"On November 12, 2013, USCG Sector New Orleans contacted NOAA SSC about a mystery sheen reported in Quarantine Bay, 8 miles north of Buras, LA. The sheen appears to be from a pipeline near a decommissioned platform. The overflight estimated that 200 gallons of crude oil is on the surface, creating a sheen of 3 miles by 3/4 miles. USCG is requesting a trajectory from NOAA at this time to determine potential shoreline and resource impacts. "
1553,8685,2013/11/04,"F/V Cheyenne; 32 miles WSW of Naples, FL","32 miles WSW of Naples, FL",25.955,-82.29,Oil,,diesel,,,,,,800,0,"On November 4, 2013, the USCG Sector St. Petersburg notified the NOAA SSC that a 68-foot commercial shrimper, the F/V Cheyenne sunk offshore 32 miles west-southwest of Naples, FL. The vessel is reported to have 800 gallons of diesel fuel on board. The crew was rescued by the USCG but the vessel could not be located. "
1554,8680,2013/10/26,"F/V Terra Nova; Rockport, MA","Rockport, MA",42.6883333333,-70.5166666667,Oil,Collision,Diesel,,,,,,2000,0,"On October 26, 2013, the USCG Sector Boston notified the NOAA SSC of a fishing boat sinking approximately 4 miles east of Rockport, MA. All hands on board were recovered, though hospitalized. Initial reports, 2,000 gallons of diesel fuel on board."
1556,8675,2013/10/22,"R/V After Hours; 24 NM offshore Tampa, FL","24 NM offshore Tampa, FL",25.6166666667,-82.045,Oil,,diesel,,,,,,400,0,"On October 22, 2013, the USCG Sector Tampa notified the NOAA SSC that the 39 foot recreational boat, After Hours, sank overnight 24 NM offshore Tampa, FL in 54 feet of water with 400 gallons of diesel fuel onboard. No release has been observed or reported. Sector Tampa consulted with the NOAA SSC regarding oil fates, trajectory, and resource concerns.  "
1557,8672,2013/10/11,"Mystery Sheen; Breton Sound, LA","Breton Sound, LA",29.5677777778,-89.0683333333,Oil,Mystery Substance,,,,,,,,0,"On October 11, 2013 the USCG Sector New Orleans notified the NOAA Scientific Support Coordinator about a mystery sheen in Breton Sound. A good samaritan who was flying over Breton Sound reported the sheen to the USCG at 11:30 CT. The sheen is described as 1 mile by 5 mile of which 10% is black oil. "
1558,8670,2013/10/10,"46 Foot Fishing Boat; Muskeget Channel, MA","Muskeget Channel, MA",41.381317,-70.431633,Oil,Grounding,Diesel,,,,,,135,0,"At 1000ET on 10 Oct 2013, USCG contacted NOAA Emergency Response Division about a 46ft wooden fishing boat aground on Wasque Shoal in Muskeget Channel, MA near Martha's Vineyard. The vessel's anchor failed overnight and grounded this morning. The vessel is listing in 3 feet of water and fuel vents have been plugged."
1559,8663,2013/09/16,"T/B Casablanca; Staten Island NY",Staten Island NY,40.6419444444,-74.165,Oil,,#6 oil,1,1,,,,6000,0,"On Friday 13 September 2013 at about 0900, USCG Sector NY received a notification from NRC of a spill of an unknown amount of No. 6 oil from a tank on the barge CASABLANCA at the Kirby Facility in Staten Island due to a possible valve failure. Initial cause of the spill was attributed to a clogged stem while transferring product between tanks. During transfer, the stem clogged allowing the product to spill from the tank into the water for approximately 15 minutes. "
1560,8651,2013/08/22,"Mystery Spill-W Cameron Blk 110; Gulf of Mexico south of Port Arthur, TX","Gulf of Mexico south of Port Arthur, TX",29.5071666667,-93.3665,Oil,Mystery Substance,Oil or Biological material (algal bloom),,,,,,420,0,"On August 22,2013 the USCG Marine Safety Unit in Port Arthur, TX contacted the NOAA SSC to request a trajectory for a reported oil slick 15 miles south-southeast of the Calcasieu River Pass. It is not clear at this time if the material of the reported slick is actual oil or biological substance."
1561,8645,2013/08/14,"Tug Doris Moran / Barge Alexandra; Buzzards Bay, MA","Buzzards Bay, MA",41.6091472222,-70.7926138889,Other,Collision,Cement (dry),,,,,,,0,"At approximately 1130 PM EDT on Aug. 13, 2013, the tug ""Doris Moran""  lost power and it's tow, the barge ""Alexandra,"" colliding with it in Buzzards Bay Massachusetts.  The barge was carrying 6,000 tons of cement powder.  There were no reports significant damage or pollution from the tug, but the barge was taking on water.  USCG is on-scene and salvage efforts are underway. The NOAA scientific support coordinator is consulting with the USCG."
1562,8639,2013/07/29,"Feeling Free; Woods Hole, MA","Woods Hole, MA",41.5147222222,-70.6733333333,Oil,Grounding,Diesel fuel,,,,,,5500,0,"On 29 July, 2013, the luxury yacht ""Feeling Free"" (112 foot, 203 gross tons) grounded in Woods Hole passage, MA. She has a fuel capacity of 5500 gallons of diesel and reports 3123 gallons on board. No pollution is reported. USCG crews are en-route. Salvage options are being considered. NOAA is examining resources at risk in the area and providing telephone support to the Coast Guard."
1564,8635,2013/07/16,"Mystery Sheen; Merrimack River, MA","Merrimack River, MA",42.8133333333,-70.8666666667,Oil,,Most likely diesel,,,,,,,0,"At approximately 0820 on 16 July 2013 USCG Sector Boston alerted the NOAA Emergency Response Division of a mystery sheen starting near Newburyport on the Merrimack River and extending toward Plum Island, the size about 1 by 1.5 miles. USCG requested information on sensitive resources in the area."
1565,8634,2013/07/14,"Taylor Energy Platform ""Saratoga""; Gulf of Mexico off Mississippi River Delta",Gulf of Mexico off Mississippi River Delta,28.936,-88.9688333333,Oil,,South LA Sweet Crude,,,,,,,0,"On 14 July 2013, the USCG Sector New Orleans contacted the NOAA SSC requesting trajectory support for a reported crude oil discharge from the Platform ""Saratoga"" that was destroyed during Hurricane Ivan in 2004. A sheen 2mi x 200' of varying colors was reported in lease block Mississippi Canyon 20A. The NRC report number is 1053820."
1566,8629,2013/07/10,"Running Free; Marthas Vineyard, MA","Marthas Vineyard, MA",41.3303333333,-70.4833333333,Other,Grounding,,,,,,,,0,"On 10 July, 2013, USCG Sector SE New England contacted the NOAA SSC regarding the 36' sailing boat ""Running Free"" that grounded on Marthas Vineyard, MA after being abandoned at sea in early May off Bermuda. While the vessel was not a pollution hazard, it grounded near an active colony of nesting roseate terns (state & federally endangered species). "
1570,8605,2013/05/31,"F/V Georgia Girl; SE of Tybee Island Georgia",SE of Tybee Island Georgia,31.895,-80.8566666667,Oil,,diesel,,,,,,300,0,Fishing Vessel sank 4 miles off south end of Tybee Island with 300 gallons of diesel im 30 feet of water.  Coast Guard called to notify NOAA and inquire if there were any sensitive resources in the vicinity that would cause concern.
1571,8600,2013/05/20,"M/T Sichem Edinburgh; 20 mi Off Galveston, TX","20 mi Off Galveston, TX",29.12,-94.57,Oil,,#6 Oil,,,,,,300,0,"On 20MAy13, USCG MSU Texas City contacted NOAA SSC about a spill 20 miles offshore of Galveston, TX. A spill reported as 10-15 gallons, but considered by authorities to be 200-300 gallons, of #6 oil occurred at 29.12 N 094.57 W at 0730 Sunday 19 May 2012. The next morning, shoreline impacts are reported on Bermuda Beach Drive, consisting of surface residue balls of undetermined size and distribution intermixed with sea weed. USCG is requesting a hindcast to determine if the spill and shoreline impacts could be connected."
1574,8576,2013/03/12,"Mystery Sheen, Timbalier Block 30; 5mi Offshore, LA","5mi Offshore, LA",28.9669444444,-90.3425,Oil,Mystery Substance,,,,,,,,0,"On 12MAR, USCG MSU Morgan City contacted NOAA SSC in regards to a report of a mystery sheen, 5mi by 100 yrd, with 50% cover of rainbow and silver sheen. The sheen was reported by a platform in Timbalier Block 30 after witnessing a vessel transit the area. The sheen appears to be traveling west. The product chemistry and quantity is not known. USCG is requesting a trajectory from NOAA."
1575,8574,2013/03/09,"Mystery Sheen ; West Delta 80, LA","West Delta 80, LA",28.9955555556,-89.7469444444,Oil,Mystery Substance,,,,,,,,0,"On 09MAR13, USCG MSU Morgan City contacted NOAA SSC in regards to a mystery sheen reported in West Delta Block 80, 21 miles southeast of Grande Isle. The sheen is reported as 5 miles by 5 miles with 70% dark blue/brown and 30% light rainbow. USCG has requested a trajectory from NOAA."
1576,8570,2013/02/28,"Tug Miss Melinda; Near Empire Locks, LA","Near Empire Locks, LA",29.2441666667,-89.6028333333,Oil,,diesel oil,,,,,,4000,0,"On February 28, 2013, 0815 PST the USCG Sector New Orleans reported a sunken tug, Miss Melinda, located 1 NM off of Empire Locks in Louisiana.  Sector New Orleans requested NOAA's Emergency Response Division provide a trajectory with a worse case scenario for a potential release of 4000 gallons of diesel fuel."
1577,8567,2013/02/26,"Offshore Collision; Vermillion Block 94, LA","Vermillion Block 94, LA",29.1911111111,-92.2819444444,Oil,Collision,"Diesel, Lube Oil and Hydraulic Fluid",,,,,,7227,0,"On 26FEB13, USCG MSU Morgan City contacted NOAA SSC about a potential release from a drilling rig due to a collision with a salvage work boat. A drilling rig has been lifted and resting on the seabed for approximately two months waiting to be salvaged. A salvage company was recently hired and is starting to work on the vessel. The salvage work boat and the drilling rig are about to collide. The crew has been safely removed and USCG is concerned about a release of the remaining product on the drilling rig. USCG is requesting a trajectory for a diesel, lube oil and hydraulic fluid release. "
1578,8569,2013/02/26,"Swift Energy Wellhead Allision; Lake Washington, LA","Lake Washington, LA",29.3641666667,-89.7688888889,Oil,Collision,"Crude Oil, Natural Gas, Production Water",1,,,,,,0,"On 26FEB13, USCG Sector New Orleans contacted NOAA SSC in regards to an allision that occurred at 8:00 pm between a 42 ft. aluminum hull crew boat and an inactive wellhead in the Lake Washington Field in Lake Grande Ecaille (~11 miles due west of Empire, LA). Initial reports from personnel on scene estimate either crude oil, produced water, or natural gas is discharging from the well. The well has been shut in since December 2007 and no flow lines are attached. USCG is requesting a trajectory to support the morning operations. "
1579,8566,2013/02/24,"Oily Water Discharge; Vermillion Bay, LA","Vermillion Bay, LA",29.6730555556,-91.9180555556,Oil,,Salt Water and Crude Oil Mix,,,,,,420,0,"On 24FEB at 1120 CST, USCG MSU Morgan City contacted NOAA SSC about a release of 10 bbls of saltwater and crude oil mixture (equivalent of 5 bbls crude oil) into central Vermillion Bay, LA. The release occurred at 10:15 central time and the resulting sheen is traveling south east. USCG is seeking support and a trajectory of sheen movement."
1581,8553,2013/01/13,"M/T Elia; Baytown, TX","Baytown, TX",29.7,-95,Oil,,Oily Waste,0,,,,,100,0,"On 13JAN, USCG contacted NOAA SSC about a release of ship-board oily waste from M/T Elias into the Houston Ship Channel due to malfunctioning oily-water separator. The vessel is berthed in Baytown, TX. The vessel was already boomed due to dockside operations and the small amount released was contained immediately. The source is secure and efforts are underway to clean the bathtub ring from the 817 ft vessel. USCG seeks consultation from SSC about 204 work assignment to use surface washing agents prior to routing for RRT approval.  "
1582,8548,2012/12/26,"TX Petroleum Investment. Co; Breton Sound, LA Gulf of Mexico","Breton Sound, LA Gulf of Mexico",29.5786111111,-89.1175,Oil,,S. LA crude,,,,,,42,0,"On December 26, 2012, 1130am/CST, the USCG requested a NOAA trajectory for a 1BBL (42 gallons)crude oil discharge into Breton Sound on the east side of the Mississippi River Delta.  The discharge was due to a power failure and trouble with a compressor during restart."
1583,8545,2012/12/17,"MODU in Distress; 14nm Offshore, LA","14nm Offshore, LA",29.32145,-92.4688166667,Oil,Adrift|Search + Rescue,Diesel,,,,,,1000,0,"On 17DEC12, MSU Morgan City contact NOAA for scientific support relating to a potential release of 1,000 gl of marine diesel from a MODU in distress. The vessel is located 14nm offshore, west of Marsh Island, in Vermillion Block 65. USCG is working salvage issues as well as marine pollution. USCG is seeking a trajectory and fate analysis if all diesel were released."
1586,8499,2012/08/24,"Energy 21 Pipeline Leak W Delta31; Gulf of Mexico 30mi SE of Grand Isle, LA","Gulf of Mexico 30mi SE of Grand Isle, LA",29.1438888889,-89.6755555556,Oil,Pipeline,South La Crude API 30 (20%) and 80% produced water,,,,,,28014,0,"At 2215EDT USCG Marine Safety Unit Morgan City, LA contacted the NOAA SSC requesting a trajectory for a crude oil pipeline leak.  Maximum potential volume in the 10"" by 1.3mi pipeline is 667BBL.  However, the product in the pipeline is 80% produced water and 20% crude oil (API=30), so the estimated total potential oil spill is approx. 133BBL (5600gal).Leak location is approximately 16mi ESE of Grand Isle, LA, and 9mi SW of Pelican Isl, in Lease Block West Delta 31. The leak was creating a sheen of 1.75mi x 1.75mi when observed during an overflight at 1830CDT, with a coverage of 70% of variously: Metallic, Transitional, and Silver color."
1587,8495,2012/08/22,"Walter Oil & Gas - W Delta 107; Gulf of Mex just off MISS R. SW Pass",Gulf of Mex just off MISS R. SW Pass,28.83025,-89.5269,Oil,Pipeline,"South LA Crude, API=36.2",,,,,,500,0,"At 1030EDT 22Aug12, the NOAA SSC (NOLA) was contacted by USCG MSU Morgan City for trajectory support for a small (10gal/hr) submerged well/pipeline leak of S. LA Crude (API=36.2).  Location of the leak is just off the SW Pass of the Mississippi R. delta.  Leak is creating a ""bright"" (25%) to silvery (75%) sheen 1mi x 3/4mi in size. Source is at or just below the mudline in 250' of water at a production well leading to a pipeline.  The responsible party, Walter Oil and Gas Co.,is in the process of securing the leak. Environmental conditions reported on site are current 0.5kt constant to the west, air temp=80F, winds 5-7kt from NW."
1588,8492,2012/08/16,"F/V ""Up The Ladder""; Cuttyhunk, MA","Cuttyhunk, MA",41.4163333333,-70.9457833333,Oil,Grounding,diesel,,,,,,400,0,"A 43 foot recreational fishing vessel grounded on the 'Sow and Pigs Reef"" just south of Cuttyhunk Island in Buzzards Bay, MA.  She is carrying 400 gallons of diesel fuel and was towed to an intentional grounding area on a sand/gravel beach on the north side of Westend Pond (which does not communicate with the sea).  Actions:1. She currently sits 200 yds off the beach, vents have been closed and she is no longer sheening.2. Salvage resources are due to arrive by 2000 tonight3. NOAA SSC has informed and briefed the DOI Trustee, particularly with regard to Penikese Island (2.5 miles to the north) where roseate terns (endangered) have been known to roost.  Potential for impacts is very low.4. NOAA produced fate models indicating very low likelihood of oil threatening Penikese Island."
1590,8486,2012/07/28,"Mystery Sheen Vermillian 51; GOMEX, 13mi south of LA Coast","GOMEX, 13mi south of LA Coast",29.3836111111,-92.1652777778,Oil,Mystery Substance,Unknown oil,,,,,,,0,"On Saturday, 28Jul12, USCG Morgan City contacted the SSC to request fate of a silvery sheen 2mix1mi in Lease Block Vermillion 51, approximately 13mi south of the LA coastline. Sheen was sighted from an oil platform adn reported as tending toward the SE. Source of the sheen was unknown, nor was the type of oil.  The SSC indicated that the sheen would not impact the coastline unless the source of the sheen increased significantly. SSC suggested that CG contact the SSC again if the situation changed and more information became available."
1592,8479,2012/07/18,"F/V Joe; Terrebonne, LA","Terrebonne, LA",29.1746666667,-91.0198333333,Oil,,Diesel,,,,,,400,0,"On 18JUL12 USCG MSU Morgan City contacted NOAA SSC in regards to a fishing vessel which sank in coastal Terrebonne Parish, LA. The location is about 1/4 miles offshore and in 8ft of water. The vessel is 30 ft by 12 ft with a 400 gallon diesel tank aboard. The vessel sank last night and was not producing a sheen this morning, but USCG directed owner to place sorbant boom around the vessel. A Good Samaritan helicopter reported a 1/2 mi by 30 ft silver sheen moving southwest. USCG is currently gathering resources to conduct an overflight and on-scene evaluation. USCG has requested a trajectory to determine shoreline impacts."
1593,8478,2012/07/12,"Mystery Sheen; 11 nm Offshore, LA","11 nm Offshore, LA",29.1211111111,-88.8463888889,Oil,Mystery Substance,,,,,,,,0,"On 12JUL12, USCG Sector New Orleans contacted NOAA SSC for support of a mystery sheen reported by a Good Samaritan helicopter at 1410 CDT. The sheen was reported as 15 miles by 0.5 miles and rainbow in color. The reported position is 11 nautical miles east of Redfish Bay and Northeast Pass, east of the Mississippi Delta. It is not known where the reported position is in relation to the entire sheen. The report also claims the sheen to be traveling southwest. An overflight scheduled to investigate the sheen this afternoon was diverted for SAR. USCG is requesting a trajectory for directing an overflight scheduled for tomorrow morning. "
1594,8477,2012/07/11,"FV Sherry Ann; Martha's Vineyard, MA","Martha's Vineyard, MA",41.19308,-70.8008333333,Oil,Grounding,diesel,0,,,,,800,0,"45 foot aluminium hull vessel grounded on Squibnocket Beach (SE facing side) overnight.  The vessel is carrying 800 gallons of diesel fuel (no release).  The owner attempted to haul the vessel off the beach prior to high tide, resulting in a breach of the hull.  Coast Guard is on scene along with a professional salvage company with hopes of refloating the vessel on the high tide.  If that is not possible, a more complex salvage plan will be required.Access is difficult and the area is important to two endangered species, the piping plover (currently with chicks) and the northeastern beach tiger beetle.  This is critical habitat for the beetle in particular.USFWS and MA Div. of Fisheries and Wildlife experts have been engaged."
1596,8473,2012/07/05,"MSRC Dispersant Exercise Issue-13Jun2012; Chandeleur Sound, LA","Chandeleur Sound, LA",29.8333333333,-89.0666666667,Other,,Dispersant use is alleged.,,,,,,3600,0,"On July 5, 2012 USCG District 8, Sector NOLA and MSU Morgan City called a conference call to discuss an alleged use of actual dispersant during a planned MSRC drill on June 12 & 13, 2012.  MSRC aerial dispersant contactor was scheduled to do a test spray using tap water only in a target area 50mi SE of Stennis airport (thier base of operations).  Instead, the test sprays were conducted over Chandeleur Sound jsut east of the Miss R. delta, in an area being worked by a fleet of ""pogie boats"" (small fish netting) with a spotter aircraft directing the pogie boats.During the incident, the spotter aircraft is reported to have taken a set of pictures of the area showing teh water covered by a large area of foam.  No exact coordinates or other record of the image time/date/ and location were provided to the USCG.In a news article published 4July2012 on the Times-Picayune web site (NOLA.com), it was alledged that Placquemines Parish was not informed of the drill.  Additionally, it is alledged by Parish President Billy Nungesser that real dispersant was being sprayed since fishermen in the area who had observed the spray aircraft said the water was foamy and their skin itched.During the USCG call, which included the NOLA SSC, assistent SSC, and Charlie Henry, the source of the foam in the photos was discussed.  The NOAA team's initial estimate of the source of the foam is that it is the result of natural process, including the high winds obvious in the images, and possibly the presence of an algal bloom.The NOAA team is investigating the potential foaming source with scientists familiar with the local and algal blooms.This hotline is being established to capture information for future use."
1597,8458,2012/06/07,"Pipeline Leak; Off Atchafalaya Bay, LA","Off Atchafalaya Bay, LA",29.3586111111,-91.5033333333,Oil,Pipeline,Condensate and Natural Gas,,,,,,,0,"On 07JUN12, USCG MSU Morgan City contacted NOAA SSC about a 8 inch natural gas pipeline that has been breached and is leaking condensate and gas. The reported position is about 6 miles offshore and in shallow waters. A 2 1/2 mile section of pipeline has been shut in and the pressure in the line is dropping. USCG is requesting a trajectory from NOAA to determine potential shoreline impacts."
1600,8449,2012/05/18,"Mystery Sheen West Delta 117; 28nmi SE of west side ofMiss R. Delta, LA","28nmi SE of west side ofMiss R. Delta, LA",28.80585,-89.79,Oil,Mystery Substance,Assumed to be S LA crude at this time,,,,,,,0,"At 1530CDT USCG MSU Morgan City contacted the New Orleans SSC to request NOAA support in locating the likely source of a light sheen observed from a platform in lease block West Delta 117.  Sheen was described as barely visible and 15% coverage, about 2 miles wide by at least 7 miles long (from the platform) but a helo pilot from the rig indicated it extended all the way to the shoreline near Venice, LA.  NOAA ERD is providing oceanographer-modeling support to the CG."
1601,8444,2012/05/11,"F/V Lucky Diamond; Nearshore LA",Nearshore LA,29.4347222222,-92.2691666667,Oil,,Diesel,,,,,,500,0,"At 1225 CST on 11May12, USCG MSU Morgan City contacted NOAA SSC about a fishing vessel that was burning (now extinguished) and adrift near the coast of central Louisiana. There is a potential release of diesel fuel and USCG is seeking a trajectory for a WCD discharge. "
1604,8437,2012/05/02,"RowanXL-1 rig/TV FR8 Pride; Port Aransas, TX channel","Port Aransas, TX channel",27.8183333333,-97.0083333333,Oil,Collision,hydraulic fluid and crude (potential),,,,,,,0,"At around 1000CDT the NOAA SSC was contacted regarding a collision in the Port Aransas TX shipping channel between a 750' tanker vessel (TV FR8 Pride) and a jack-up rig Rowan XL-1 at 0700CDT on 2May2012.  The only discharge at this time is an unknown but small amount of hydraulic fluid creating a small sheen.  USCG has indicated that they do not expect a larger release, and no discharge is reported from the tanker.NOAA SSC is coordinating with Sector Corpus Christi, but no direct science support from NOAA has been requested at this time."
1605,8436,2012/04/29,"Mystery Sheen; South Timbalier Block 23, LA","South Timbalier Block 23, LA",29.0041666667,-90.1077777778,Oil,Mystery Substance,,,,,,,,0,"The USCG Morgan City contacted the NOAA SSC this evening about a sheen  in Timbalier Block 23. The sheen was reported to be a 2 mi X 100 ft silvery sheen heading NW. The location was about 6 miles from shore, to the southwest of Timbalier Bay. A trajectory analysis was requested."
1606,8432,2012/04/18,"Mystery Sheen; Timbalier Bay, LA","Timbalier Bay, LA",29.1723333333,-90.4488333333,Oil,Mystery Substance,,,,,,,,0,"On 18APR12, USCG Houma contacted NOAA SSC about a mystery sheen in Timbalier Bay reported by a good Samaritan helicopter. The sheen is reported to be 5mi by 3mi rainbow sheen with a 50yrd by 100yrd black area on the leading edge. The quantity, product and source are unknown. USCG is seeking a trajectory."
1607,8431,2012/04/14,"F/V Lady Myrtle; US/Canada Border (Maine/New Brunswick)",US/Canada Border (Maine/New Brunswick),44.7916666667,-66.875,Oil,,Diesel,0,,,,,250,0,"First and Final Report:  April 12, 2012:  The Canadian Coast Guard reported to the US Coast Guard (protocol under the CANUSLANT agreement) a fishing vessel on fire and adrift just north of the US border and drifting south.  All crew members were rescued and are unharmed.  The vessel was carrying about 250 gallons of fuel.  The US Coast Guard requested that NOAA estimate the drift and predict the location of the landfall.  This was done (see separate entry) and it was estimated that the vessel would make landfall in Canada on the northeast corner of Grand Manan Island, southern Bay of Fundy.  By mid-afternoon, the Canadian Coast Guard had secured the vessel and was towing the burned wreck to shore.  Case Closed"
1608,8420,2012/03/17,"BOA Pipeline Strike, Barataria Pass; Near Grand Isle, LA","Near Grand Isle, LA",29.2789366667,-89.953875,Oil,Pipeline,Crude,1,1,,,,,0,"At 1224 CST on 17MAR, USCG Sector New Orleans contact NOAA SSC about a thick black sheen (1 mi by 1 mi) discovered by USCG personnel working in the vicinity. A jack-up rig dropped their spuds onto a pipeline earlier this morning causing an uncontrolled release of crude oil. The release has been for at least 3 hours and continues unsecured. Trajectory analysis has been requested."
1609,8419,2012/03/16,"Burning Platform; Off Empire, LA","Off Empire, LA",29.4575,-89.3930555556,Oil,,Crude Oil,,,,,,5000,0,"At 1700 CST, on 16MAR, USCG contact NOAA SSC about a platform on fire. A small platform fire broke out on Baptiste Collette Bayou due to welding near a storage tank of crude oil. Three people vacated the platform and no one is believed to still be on it. A Port Authority boat from the Coast Guard is on the scene. There has been no oil released at this point, but USCG has requested a trajectory for the full release of the storage tank."
1610,8416,2012/03/14,"Pipeline Release; Near Grand Isle, LA","Near Grand Isle, LA",29.3197222222,-89.9691666667,Oil,Pipeline,Unknown,,,,,,,0,"At 1340 CST on 14MAR, USCG Sector New Orleans contacted the NOAA SSC about support for a sheen resulting from an break in a pipeline. USCG did not know what product was released, size/orientation of the sheen or amount released. An overflight is scheduled for later this afternoon. USCG is seeking a trajectory to guide the overflight."
1611,8409,2012/02/27,"Mystery Sheen; South Marsh Island Block 223, LA","South Marsh Island Block 223, LA",29.4083333333333,-91.9922222222222,Oil,Mystery Substance,,,,,,,,0,"On 27FEB at 1530 CST, MSU Morgan City contacted NOAA SSC for trajectory support for a mystery sheen. At 1430 CST, USCG received a report of a mystery sheen with dimensions of 5mi by 1/4mi located at 29-24-30N 091-59-32W, South Marsh Island Block 223. The orientation of the sheen and location of lat/long relative to the sheen was not given."
1612,8405,2012/02/21,"F/V PLAN B; Southern Maine",Southern Maine,43.2863333333,-70.2745,Oil,,diesel,,,,,,3000,0,"At approximately 1100 EST today (2/21/12) the Fishing Vessel ""Plan B"" sank off the coast of southern Maine, about 8 miles to sea.  USCG reported a sheen of approximately 200 yards square and request more information on the fate of the oil. "
1614,8402,2012/02/15,"Condensate Sheen; South Marsh Block 236, LA","South Marsh Block 236, LA",29.3333333333,-92,Oil,Pipeline,Condensate,,,,,,,0,"On 15FEB12 USCG Morgan City contacted NOAA SSC in regards to a mystery sheen reported at 0745 CST. The sheen is reported as 9mi long and 100 ft wide. It is unknown where in the sheen is in relation to the provided lat/long. There was no initial information related to sheen orientation, product released, source  or follow-up information beyond NRC report. During subsequent conversations, the source was determined to be a natural gas pipeline and sheen is produced from condensate. USCG is seeking trajectory to determine shoreline impacts."
1615,8401,2012/02/02,"Leaking Pipeline; Timbalier, LA","Timbalier, LA",28.9397222222,-90.3558333333,Oil,Pipeline,Natural Gas and Condensate,,,,,,,0,"On 02FEB12, USCG contacted NOAA SSC about a ruptured natural gas pipeline 7nm south of Timbalier Island in South Timbalier Block 37 (28-56-23N 090-21-21W, NRC#1001902). An associated sheen was reported as 4mi by 15 ft (NRC report stated 1 mile). The flowrate is unknown. The depth is about 50 feet. USCG is requesting trajectory and shoreline impact analysis. "
1616,8400,2012/02/02,"Tank Overflow; Galveston, TX","Galveston, TX",29.1455555556,-94.8305555556,Oil,,,,,,,,1386,0,"On 02FEB12, USCG contacted NOAA SSC about a storage tank on a platform overflowed in off Galveston Island, TX. The initial reports came from good Samaritan aviators in the area at 0400 CST. The RP contacted USCG about 0700 and reported that the source point was secure. USCG is seeking a trajectory for 50 barrels and a Resources at Risk report. "
1617,8398,2012/01/27,"Floating Barrel; Port Aransas, TX","Port Aransas, TX",27.7333333333,-96.7166666667,Oil,Marine Debris,Barrel,,,,,,55,0,"On 27JAN12 at 17:30, USCG Sector Corpus Christi contacted NOAA SSC about a report that came in at 16:00 of a 55 gl barrel floating in the Gulf of Mexico. The barrel has approx 1 inch exposed above the water's surface. The barrel has no markings and unknown contents. USCG is requesting a trajectory model."
1618,8396,2012/01/20,"Mystery Sheen; Grand Isle, LA","Grand Isle, LA",29.0430555556,-90.1194444444,Oil,Mystery Substance,Unknown,,,,,,,0,"On Friday, 20 Jan, at 13:30 USCG MSU Morgan City contacted NOAA SSC in regards to a mystery sheen reported south of Grand Isle, LA. Sheen is reported being 4.5 miles offshore in Grand Isle Block 37 and approximately 6 mi by 1 mi in size, traveling in a north-east direction along the shore.  Chemistry of sheen is not known and source of sheen is not known.  USCG request trajectory report to determine shoreline impact."
1619,8391,2012/01/06,"Mystery Sheen; South Marsh Island Block 239, LA","South Marsh Island Block 239, LA",29.3191666667,-91.9156666667,Oil,Pipeline,Crude Oil,,,,,,1,0,"USCG MSU Morgan City, LA contacted the NOAA SSC about a sheen from a well located at 29 deg 19.15 min N 091 deg 54.94 min W that produced a silvery sheen of 4 miles by 20 feet in the South Marsh Island Block 239. The wellhead is secure and not releasing any more oil. The sheen is presumed to be moving with the wind in a northerly direction. Quantity not known. USCG is looking for a trajectory to determine if shoreline impacts can be expected."
